ID,log_pSat_Pa,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConfUsed,parentspecies,C=C (non-aromatic),C=C-C=O in non-aromatic ring,hydroxyl (alkyl),aldehyde,ketone,carboxylic acid,ester,ether (alicyclic),nitrate,nitro,aromatic hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester,NumOfConf_transformed
95,-5.220361118354636,344.03393844399994,35,8,13,2,2,40.0,apin,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,17.032792472989684
96,-7.098512765333246,278.98625998,24,7,11,1,2,40.0,toluene,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,9.248856524282543
97,-2.51057309785652,296.049194584,32,8,10,2,1,40.0,apin,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,9.620569032270895
98,-9.608371877311775,269.001910044,25,6,11,1,5,26.0,toluene,1,0,3,0,0,0,0,0,0,1,0,0,1,2,0,0,9.738990078628305
99,-3.9379255863982814,281.001910044,26,7,11,1,1,39.0,toluene,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,10.43553122526554
100,-6.613387078537759,293.038295552,31,9,10,1,1,40.0,decane,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,15.554786459827671
101,1.353996778156572,191.0066015,18,5,7,1,1,8.0,toluene,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2.8679687854319083
102,-7.74374654153443,265.07976644,33,9,8,1,2,40.0,apin,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,16.458514568725214
103,-4.012418754275536,310.97608922,26,7,13,1,1,31.0,toluene,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,8.848920318050599
104,-8.715882804107615,252.011746456,25,7,10,0,4,5.0,toluene,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,13.084046008906398
105,-4.694336368961436,313.986988252,27,6,13,2,2,40.0,toluene,0,0,0,0,2,0,0,0,1,1,0,0,1,2,0,0,12.969777653995655
106,-6.556669696906142,278.98625998000006,24,7,11,1,2,10.0,toluene,1,0,0,2,0,0,0,1,1,0,0,0,0,1,1,0,10.042860866548796
111,-8.626577309278883,328.00263831599995,30,7,13,2,3,5.0,toluene,0,0,2,1,0,0,0,0,2,0,0,0,1,1,0,0,8.26142980430197
112,-7.730785665267323,310.97608921999995,26,7,13,1,3,8.0,toluene,0,0,1,1,0,1,2,0,1,0,0,0,0,0,1,0,14.45951188525112
116,-7.148513554729037,249.08485182,32,9,7,1,2,17.0,apin,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,9.162599240810792
117,-3.1764049885225925,248.97569529600003,20,6,10,1,1,40.0,toluene,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,7.6523621317084185
118,-7.893433261843302,328.00263831599995,30,7,13,2,3,8.0,toluene,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,11.73227145191209
119,-9.662252157700662,206.04265266,24,7,7,0,3,6.0,toluene,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,5.755328902301462
121,-5.173242712288052,206.006267152,20,6,8,0,3,14.0,toluene,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,11.89707229230414
122,2.967621944352423,160.996036816,14,4,6,1,0,4.0,toluene,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1.7117675074574723
123,-4.570058540114743,253.043380932,28,7,9,1,3,10.0,apin,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,18.804475454420768
124,-1.2462034925116254,234.99643074,21,6,9,1,1,36.0,toluene,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,6.51311495549529
125,-4.2367186817168365,194.006267152,19,5,8,0,3,27.0,toluene,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,0,15.424005297348907
126,-1.4830433905815767,252.97060991600003,20,5,11,1,1,7.0,toluene,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,4.424082051971282
127,-2.3927680826055817,282.9811746,24,6,12,1,2,40.0,toluene,0,0,1,1,0,0,2,0,0,0,0,1,0,1,0,0,12.853563400746522
128,-6.645421267550906,299.012474728,29,7,12,1,3,40.0,toluene,0,0,1,1,0,0,0,1,0,0,0,1,0,2,0,0,15.554786459827671
129,-0.3360622924389286,240.970609916,19,4,11,1,2,32.0,toluene,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,10.152675704299575
130,-6.393005005617344,312.007723696,29,7,12,2,2,40.0,toluene,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,16.516309021652532
131,-2.646662289805701,217.022251564,22,7,7,1,2,6.0,toluene,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,4.424082051971282
132,-2.1838035962645983,341.9819028719999,29,7,14,2,1,23.0,toluene,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,7.218435266758717
133,-3.1601775915297647,280.054279964,31,8,9,2,1,40.0,apin,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,11.505609095860345
134,-8.058380336144683,257.00191004400006,24,5,11,1,4,11.0,toluene,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,18.522906755783854
135,-1.85755960298102,174.089208928,26,8,4,0,1,24.0,apin,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6.11007287398097
137,-7.780898228282492,328.00263831599995,30,7,13,2,4,31.0,toluene,0,0,2,1,1,1,0,0,1,1,0,0,0,1,0,0,20.986795570570166
138,-6.402044331165038,361.9717321119999,30,6,16,2,3,40.0,toluene,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,17.364794823392547
139,-6.422363234752774,343.9975529359999,31,7,14,2,4,27.0,toluene,0,0,3,1,1,0,0,0,0,1,0,1,0,1,0,0,16.559392336124354
140,-3.849996621625632,226.99134536000005,20,4,10,1,2,40.0,toluene,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,13.129225894295304
141,-2.297505973294961,312.007723696,29,7,12,2,1,40.0,apin,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,10.867590978185023
142,-11.340126469470682,234.073952788,30,9,7,0,3,14.0,decane,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,16.841072882176952
143,-2.3454118344224595,218.006267152,21,7,8,0,2,1.0,toluene,0,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0.0
144,-3.55991370748701,292.090665472,36,10,8,2,1,31.0,apin,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,7.8830275525694775
145,-1.741421138067592,361.9717321119999,30,6,16,2,2,40.0,toluene,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,14.842290114120148
146,-7.1611959122792594,186.016437912,19,7,6,0,2,22.0,toluene,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,6.276140492370266
148,-5.793933831386092,249.012080804,24,7,9,1,2,16.0,toluene,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,6.809356505129504
149,-11.70382395154025,309.06959568,36,10,10,1,3,40.0,apin,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,22.006572529301593
151,-6.847930236953564,236.016831836,24,7,9,0,3,32.0,toluene,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,15.619373359901896
152,-12.98653103136624,315.00738934799995,30,7,13,1,4,7.0,toluene,0,0,2,2,0,0,0,0,1,0,0,0,1,2,0,0,20.4407564632914
153,-6.30639566394833,279.095416504,36,10,8,1,2,40.0,decane,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,17.532519524148555
154,-1.1686422753469925,271.976423568,22,4,12,2,1,32.0,toluene,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,8.940504278162146
155,-3.2027147790409614,190.011352532,19,6,7,0,2,33.0,toluene,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,10.042860866548796
156,-6.927676702291792,251.027730868,26,7,9,1,3,20.0,toluene,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,12.240221991590676
157,-4.657944909908637,253.043380932,28,7,9,1,2,10.0,decane,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,11.73227145191209
159,0.5718038242008756,220.980780676,18,5,9,1,1,12.0,toluene,0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,4.925923816077191
160,-7.097458917548878,370.049588508,39,10,13,2,2,40.0,apin,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,19.30126106872819
161,-7.294351664547387,300.007723696,28,6,12,2,3,40.0,toluene,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,16.429465422176243
162,-7.394530354032335,237.012080804,23,6,9,1,3,2.0,toluene,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,10.70515835488668
163,-4.467722250614929,298.97608922,25,6,13,1,3,12.0,toluene,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,17.31252783643806
165,-5.337397788697688,297.992073632,26,6,12,2,1,40.0,toluene,0,0,0,1,1,1,0,0,2,0,0,0,1,0,0,0,14.533942117661145
166,-10.778356059992596,328.00263831599995,30,7,13,2,4,40.0,toluene,0,0,2,0,0,1,0,1,1,1,0,0,0,1,0,0,22.24477618569398
168,-9.135246025878304,222.001181772,21,6,9,0,3,40.0,toluene,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,15.651470490658703
170,-6.2247103103800505,322.064844648,36,10,10,2,1,40.0,decane,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,14.930642419046158
171,-3.5517790844554478,225.012080804,22,5,9,1,1,40.0,toluene,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,12.992784463864535
172,-6.865582435225646,312.991739284,28,7,13,1,3,36.0,toluene,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,12.830079915395357
173,-11.245812384206056,296.996824664,27,7,12,1,3,5.0,toluene,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,9.930851089213165
175,-3.3814215981773708,265.006995424,25,7,10,1,2,40.0,toluene,1,0,0,1,1,0,1,0,0,1,0,0,0,2,0,0,13.328958987318408
176,2.025324364585476,341.9819028719999,29,7,14,2,2,28.0,toluene,0,0,2,2,0,0,0,0,1,0,0,1,1,0,0,0,15.651470490658703
177,-2.70021827880638,234.99643074,21,6,9,1,1,8.0,toluene,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,5.151770440758
178,-10.430261369611973,312.007723696,29,7,12,2,4,40.0,toluene,0,0,3,0,0,1,0,1,1,1,0,0,0,0,0,0,17.846298931217635
179,-8.2643579851095,266.98625998000006,23,6,11,1,3,40.0,toluene,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,17.634153482829138
180,-4.818002301207634,294.9811746,25,7,12,1,2,20.0,toluene,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,11.869900752431596
181,-3.279467942317104,194.006267152,19,5,8,0,2,15.0,toluene,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,8.563823912889479
182,-4.683986149544748,269.00191004400006,25,6,11,1,2,40.0,toluene,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,10.43553122526554
186,-2.4042090136025607,296.960439156,23,6,13,1,2,4.0,toluene,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,7.152865155760011
187,-2.8620709680982275,341.9819028719999,29,7,14,2,1,40.0,toluene,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,10.738004131191433
188,-10.296974968942896,236.016831836,24,7,9,0,3,14.0,toluene,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,13.038567141220817
190,-5.871029956088034,357.9768174919999,30,7,15,2,3,40.0,toluene,0,0,2,0,1,1,0,0,1,0,0,1,1,0,0,0,12.492395784531174
191,-3.099465865992336,160.03717335599998,19,6,5,0,2,12.0,toluene,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,5.259522836503872
193,-5.366512352693485,265.07976644,33,9,8,1,1,40.0,apin,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,9.930851089213165
194,-2.971701337046156,259.06920175600004,31,10,7,1,0,40.0,decane,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,8.102905372585955
196,-5.920106539260563,310.97608922,26,7,13,1,3,32.0,toluene,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,13.544377910855115
197,-3.3610860222514187,238.99134536000005,21,5,10,1,2,25.0,toluene,0,0,1,1,2,0,0,0,0,1,0,0,1,1,0,0,12.188600636339514
198,-2.870497954196656,225.012080804,22,5,9,1,2,34.0,toluene,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,11.619965807430244
199,-4.055715754208113,280.017894456,27,7,10,2,1,40.0,toluene,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,9.854904953117114
200,1.016674550628034,341.9455173639999,25,6,15,2,0,40.0,toluene,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,7.532564972249371
201,-8.846338381598098,299.01247472800003,29,7,12,1,3,40.0,toluene,0,0,1,2,0,0,1,0,1,0,0,0,0,2,0,0,19.853029179346645
202,-9.102371508948906,204.027002596,22,7,7,0,3,3.0,toluene,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,11.056833888879405
203,-5.352419939697043,206.006267152,20,6,8,0,2,40.0,toluene,0,0,0,2,1,0,0,1,0,0,0,0,0,2,0,0,10.899550347199545
204,-12.303896238314625,299.012474728,29,7,12,1,4,10.0,toluene,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0,9.81653723559914
205,-5.324005069824465,246.99643074,22,7,9,1,1,11.0,toluene,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,5.151770440758
206,-3.8068028234393134,259.06920175600004,31,10,7,1,0,40.0,decane,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,8.802505717482076
207,-4.265845437145251,191.990617088,17,5,8,0,2,16.0,toluene,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,5.847102575533387
210,-13.606679682738314,242.02739652,26,6,10,0,5,40.0,toluene,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,19.64220892937038
211,-6.729922074999332,342.054673888,37,9,12,2,2,40.0,apin,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,15.035334719269203
